obsolete_hs10,obsolete_desc_en,new_hs10,new_desc_en,same_code,mechanical_relation,mapping_type,source_file,checked_on
9504900090,"Games, operated by coins/banknotes/bank cards/tokens/other means of payment, nes",8541510000,"Semiconductor devices, semiconductor-based transducers",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8518900000,"Parts,of microphones,stands;loudspkr;head/earphones;audio-frqcy ampli;ampli sets",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8522901000,Printed circuit assemblies for apparatus of headings 85.19 to 85.21,8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8522909000,"Parts and accessories, for sound/video recording/reproducing apparatus, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529901000,Parts for printed circuit assemblies,8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529905000,"Parts, including face plates and lock latches, for printed circuit assemblies",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529906000,"Parts of goods of heading 85.25 or 85.27, o/t parts of cellular telephones, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529909000,"Parts for apparatus of headings 85.25 to 85.28, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8530900010,"Pts of elec sgnl/safety/traffic control equip,for roads/ports/airfields/etc,nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8530900090,"Pts of elec sgnl/safety/traffic control equip,for roads/ports/airfields/etc,nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8531900010,Pts of elec smoke detect & elec indicat/auto alarm equip f nox gas/vpr in atmos,8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8531900090,"Parts of electric sound or visual signalling apparatus, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8538901000,"Parts of ceram/metalc mat elec/mech,react to temp changes,for motor starters,etc",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8538902000,"Printed circuit assemblies used with apparatus of No 85.35, 85.36 or 85.37",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8538909010,"Parts of automatic circuit breakers, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8538909030,"Parts, of switchgear, switchboards, panel boards and distribution boards, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8538909090,"Pts,suitable for use solely/principally w apparatus of Nos 85.35/85.36/85.37,nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8541500000,"Semiconductor devices, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8543700000,"Electrical machines & apparatus, having individual functions, nes in Chapter 85",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8543900000,"Parts,of electrical machines & app,having individual functions,nes in Chapter 85",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9025900000,"Pts & access,f hydrometers,sim floating inst,thermo,pyrometers,baro,hygro,psychr",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9026900000,"P&a, f inst & app meas/chk flow/level/pres/o var of liq/gases,o/t 90.14/15/28/32",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9027900000,"Microtomes; parts & accessories of inst & app for physical/chemical analysis,nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9028900000,"Parts & accessories, for gas, liquid or electricity supply or production meters",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9029900000,"P&a,of revol/prod counters,taximeters,pedometers,tachometers,stroboscopes,etc",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9030900000,"P&a,for oscillos,spectrum analyzers,instr f meas/chk elec qty or meas/detect rad",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9031909020,Parts and accessories of test benches,8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9031909030,Parts and accessories of other optical instruments and appliances,8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9031909090,"Pts & acces,f measuring/checking inst,app & mach,nes in Ch,f profile projectors",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9032900000,"Parts & accessories,for automatic regulating/controlling instruments & apparatus",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9033000000,"Parts & accessories,f mach/appliances/instruments/apparatus of Chapter 90, nes",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9504300080,"P&a,f games,op coins/banknotes/bank cards/tokens/o,o/t billards/auto bowl equip",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9504500080,"Parts & accessories, of video game consoles & machines, o/t those of No 9504.30",8541590000,"Semiconductor devices, o/t semiconductor-based transducers, nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8543700000,"Electrical machines & apparatus, having individual functions, nes in Chapter 85",8543400010,"Electronic cigarettes & sim personal elec vaporizing dev,with subs cont nicotine",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8543700000,"Electrical machines & apparatus, having individual functions, nes in Chapter 85",8543400090,"Electronic cigarettes & sim personal elec vaporizing dev,not containing nicotine",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8543700000,"Electrical machines & apparatus, having individual functions, nes in Chapter 85",8543700000,"Electrical machines & apparatus, nes, having individual functions",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8543900000,"Parts,of electrical machines & app,having individual functions,nes in Chapter 85",8543900000,"Parts,of electrical machines & app,having individual functions,nes in Chapter 85",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8544420000,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors",8544420010,"Electrical conductors, USB type cable, for a voltage not exceeding 5 V",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
8544420000,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors",8544420090,"Electrical conductors, nes",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
8548900000,"Electrical parts, of machinery or apparatus, nes in this Chapter",8548000000,"Electrical parts, of machinery or apparatus, nes in this Chapter",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8548101000,"Spent primary cells, spent primary batteries and spent electric accumulators",8549110000,"Waste/s,elec & electro,of lead-acid accumulators; spent lead-acid accumulators",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548109000,"Waste and scrap of primary cells, primary batteries & electric accumulators",8549110000,"Waste/s,elec & electro,of lead-acid accumulators; spent lead-acid accumulators",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548101000,"Spent primary cells, spent primary batteries and spent electric accumulators",8549120000,"W/s,elec & electro,of primary cells,batt,etc containing lead, cadmium or mercury",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548109000,"Waste and scrap of primary cells, primary batteries & electric accumulators",8549120000,"W/s,elec & electro,of primary cells,batt,etc containing lead, cadmium or mercury",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548101000,"Spent primary cells, spent primary batteries and spent electric accumulators",8549130000,"W/s,elec & electro, prim cells,batt,etc,sort chem type & n cont lead,cad/mercury",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548109000,"Waste and scrap of primary cells, primary batteries & electric accumulators",8549130000,"W/s,elec & electro, prim cells,batt,etc,sort chem type & n cont lead,cad/mercury",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548101000,"Spent primary cells, spent primary batteries and spent electric accumulators",8549140000,"W/s,elec & electro,of prim cells,batt,etc, unsorted and not cnt lead,cad/mercury",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548109000,"Waste and scrap of primary cells, primary batteries & electric accumulators",8549140000,"W/s,elec & electro,of prim cells,batt,etc, unsorted and not cnt lead,cad/mercury",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548101000,"Spent primary cells, spent primary batteries and spent electric accumulators",8549190000,"W/s,elec,electro,prim cells,batt,elec accum;spent prim cells,batt,elec accum,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8548109000,"Waste and scrap of primary cells, primary batteries & electric accumulators",8549190000,"W/s,elec,electro,prim cells,batt,elec accum;spent prim cells,batt,elec accum,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7001000000,Cullet & other waste and scrap of glass; glass in the mass,8549210000,"Waste & scrap, elec & electro,recov of prec metal,comp cont cad,mercury,lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112910010,"Scrap gold jewellery,incl metal clad w gold,o/t sweepings cont o prec metals",8549210000,"Waste & scrap, elec & electro,recov of prec metal,comp cont cad,mercury,lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112910090,"Waste&scrap of gold,incl metal clad w gold,o/t sweepings cont o prec metal,nes",8549210000,"Waste & scrap, elec & electro,recov of prec metal,comp cont cad,mercury,lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112920000,"Waste & scrap of platinum,incl metal clad w plat,o/t sweeping cont o prec met",8549210000,"Waste & scrap, elec & electro,recov of prec metal,comp cont cad,mercury,lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112990000,"Waste and scrap of precious metal or of metal clad with precious metal, nes",8549210000,"Waste & scrap, elec & electro,recov of prec metal,comp cont cad,mercury,lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112910010,"Scrap gold jewellery,incl metal clad w gold,o/t sweepings cont o prec metals",8549290000,"Waste & scrap, elec & electro,recov of prec metal,o/t cont cad,mercury, lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112910090,"Waste&scrap of gold,incl metal clad w gold,o/t sweepings cont o prec metal,nes",8549290000,"Waste & scrap, elec & electro,recov of prec metal,o/t cont cad,mercury, lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112920000,"Waste & scrap of platinum,incl metal clad w plat,o/t sweeping cont o prec met",8549290000,"Waste & scrap, elec & electro,recov of prec metal,o/t cont cad,mercury, lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7112990000,"Waste and scrap of precious metal or of metal clad with precious metal, nes",8549290000,"Waste & scrap, elec & electro,recov of prec metal,o/t cont cad,mercury, lead/PCB",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
7001000000,Cullet & other waste and scrap of glass; glass in the mass,8549310000,"Waste and scrap,of o electrical & electronic asy comp,cont cad,mercury, lead/PCB",False,different chapter,split,conc-10-stats-2022.xlsx,2026-09-07
8548900000,"Electrical parts, of machinery or apparatus, nes in this Chapter",8549390000,"Waste & scrap, o electrical & electronic asy comp,o/t cont cad,mercury, lead/PCB",False,same chapter,split,conc-10-stats-2022.xlsx,2026-09-07
7001000000,Cullet & other waste and scrap of glass; glass in the mass,8549910000,"W/s,of elec & electro,prim cells, glass f CRT,etc,cont cad,mercury,lead/PCB, nes",False,different chapter,split,conc-10-stats-2022.xlsx,2026-09-07
8548900000,"Electrical parts, of machinery or apparatus, nes in this Chapter",8549990000,"W/s,elec & electro,prim cells, glass f CRT,etc,o/t cont cad,mercury,lead/PCB,nes",False,same chapter,split,conc-10-stats-2022.xlsx,2026-09-07
8701200011,"Road tractors, new, for semi-trailers with a gvw <=36 tonnes",8701210011,"Road tractors,new,f semi-trlr,compr-ign int combu piston eng, g.v.w. <=36 tonnes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8701200012,"Road tractors, new, for semi-trailers with a gvw > 36 tonnes",8701210012,"Road tractors,new,f semi-trlr,compr-ign int combu piston eng, g.v.w. > 36 tonnes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8701200020,"Road tractors, used, for semi-trailers",8701210020,"Road tractors,used, semi-trlr,compr-ign int combu piston eng(diesel/semi-diesel)",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8701200011,"Road tractors, new, for semi-trailers with a gvw <=36 tonnes",8701220000,"Road trac f semi-trlr, both compr-ign int combu piston eng & elec motor f propul",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200012,"Road tractors, new, for semi-trailers with a gvw > 36 tonnes",8701220000,"Road trac f semi-trlr, both compr-ign int combu piston eng & elec motor f propul",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200020,"Road tractors, used, for semi-trailers",8701220000,"Road trac f semi-trlr, both compr-ign int combu piston eng & elec motor f propul",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200011,"Road tractors, new, for semi-trailers with a gvw <=36 tonnes",8701230000,"Road trac f semi-trlr, both spark-ign int combu piston eng & elec motor f propul",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200012,"Road tractors, new, for semi-trailers with a gvw > 36 tonnes",8701230000,"Road trac f semi-trlr, both spark-ign int combu piston eng & elec motor f propul",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200020,"Road tractors, used, for semi-trailers",8701230000,"Road trac f semi-trlr, both spark-ign int combu piston eng & elec motor f propul",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200011,"Road tractors, new, for semi-trailers with a gvw <=36 tonnes",8701240000,"Road tractor for semi-trailers, with only electric motor for propulsion",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200012,"Road tractors, new, for semi-trailers with a gvw > 36 tonnes",8701240000,"Road tractor for semi-trailers, with only electric motor for propulsion",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200020,"Road tractors, used, for semi-trailers",8701240000,"Road tractor for semi-trailers, with only electric motor for propulsion",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200011,"Road tractors, new, for semi-trailers with a gvw <=36 tonnes",8701290000,"Road tractors for semi-trailers, o/t single axle tractors, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200012,"Road tractors, new, for semi-trailers with a gvw > 36 tonnes",8701290000,"Road tractors for semi-trailers, o/t single axle tractors, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8701200020,"Road tractors, used, for semi-trailers",8701290000,"Road tractors for semi-trailers, o/t single axle tractors, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704211000,"Veh f transport of goods,f conversion to ambulances,diesel/semi-diesel,gvw <=5 t",8704211000,"Mtr veh,transp gds,f convsn amlce,w only diesel/semi-diesel engine, GVW<=5 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704219010,"Vehicles for transportation of goods,diesel/semi-diesel,gvw <=2 tonnes",8704219010,"Motor veh,transp goods,with only diesel/semi-diesel engine, nes, GVW <= 2 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704219020,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >2 but<=3 tonnes",8704219020,"Motor veh,transp gds,with only diesel/semi-diesel engine,nes, GVW > 2 <=3 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704219030,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >3 but<=5 tonnes",8704219030,"Motor veh,transp gds,with only diesel/semi-diesel engine,nes, GVW > 3 <=5 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704220010,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >5 but<=10tonnes",8704220010,"Motor veh,transp goods,with only diesel/semi-diesel engine,GVW > 5 but <= 10 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704220020,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >10<=12 tonnes",8704220020,"Motor veh,transp goods,with only diesel/semi-diesel engine,GVW >10 but <= 12 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704220030,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >12<=15 tonnes",8704220030,"Motor veh,transp goods,with only diesel/semi-diesel engine,GVW >12 but <= 15 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704220040,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >15<=20 tonnes",8704220040,"Motor veh,transp goods,with only diesel/semi-diesel engine,GVW >15 but <= 20 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704230000,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw > 20 tonnes",8704230000,"Motor veh, transp goods,with only diesel/semi-diesel engine, GVW > 20 tonnes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704310010,"Vehicles for the transp of goods,spk-ign,int combu pst eng, gvw <= 2.5 tonnes",8704310010,"Motor vehicle, transp goods,w only spk-ign int combu pst engine, GVW <= 2.5 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704310020,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 2.5 <= 5 tonnes",8704310020,"Motor veh,transp gds,with only spk-ign int combu pst eng,GVW > 2.5 but <= 5 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704320010,"Vehicles for the transp of goods,spk-ign,int combu pst eng, gvw >5 <=10 tonnes",8704320010,"Motor vehicle,transp goods,w only spk-ign int combu pst eng,GVW >5 but <=10 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704320020,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 10 <= 12 tonnes",8704320020,"Motor vehicle,transp gds,w only spk-ign int combu pst eng,GVW > 10 but <=12 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704320030,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 12 <= 15 tonnes",8704320030,"Motor vehicle,transp gds,w only spk-ign int combu pst eng,GVW > 12 but <=15 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704320040,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 15 <= 20 tonnes",8704320040,"Motor vehicle,transp gds,w only spk-ign int combu pst eng,GVW > 15 but <=20 ton",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704320050,"Vehicles for the transp of goods,spk-ign,int combu pst eng, gvw > 20 tonnes",8704320050,"Motor vehicle,transport goods,w only spk-ign int combu pst eng,GVW >20 tonnes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
8704211000,"Veh f transport of goods,f conversion to ambulances,diesel/semi-diesel,gvw <=5 t",8704411000,"Mtr veh,transp gds,f convsn amlce,w both dies/semi-dies eng&elec mtr,GVW <=5 ton",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
8704219010,"Vehicles for transportation of goods,diesel/semi-diesel,gvw <=2 tonnes",8704419010,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,nes, GVW <= 2 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704419010,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,nes, GVW <= 2 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704219020,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >2 but<=3 tonnes",8704419020,"Motor veh,transp gds,w both diesel/semi-diesel eng&elec mtr,nes, GVW > 2 <=3 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704419020,"Motor veh,transp gds,w both diesel/semi-diesel eng&elec mtr,nes, GVW > 2 <=3 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704219030,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >3 but<=5 tonnes",8704419030,"Motor veh,transp gds,w both diesel/semi-diesel eng&elec mtr,nes, GVW > 3 <=5 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704419030,"Motor veh,transp gds,w both diesel/semi-diesel eng&elec mtr,nes, GVW > 3 <=5 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704220010,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >5 but<=10tonnes",8704420010,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW > 5 <= 10 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704420010,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW > 5 <= 10 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704220020,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >10<=12 tonnes",8704420020,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW >10 <= 12 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704420020,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW >10 <= 12 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704220030,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >12<=15 tonnes",8704420030,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW >12 <= 15 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704420030,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW >12 <= 15 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704220040,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw >15<=20 tonnes",8704420040,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW >15 <= 20 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704420040,"Motor veh,transp gds,w both diesel/semi-diesel engine&elec mtr,GVW >15 <= 20 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704230000,"Vehicles for the transportation of goods,diesel/semi-diesel,gvw > 20 tonnes",8704430000,"Motor veh,transp gds,w both diesel/semi-diesel engine & elec mtr, GVW >20 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704430000,"Motor veh,transp gds,w both diesel/semi-diesel engine & elec mtr, GVW >20 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704310010,"Vehicles for the transp of goods,spk-ign,int combu pst eng, gvw <= 2.5 tonnes",8704510010,"Motor veh,transp gds,w both spk-ign int combu pst eng & elec motor,GVW<= 2.5 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704510010,"Motor veh,transp gds,w both spk-ign int combu pst eng & elec motor,GVW<= 2.5 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704310020,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 2.5 <= 5 tonnes",8704510020,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec motor,GVW >2.5 <=5ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704510020,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec motor,GVW >2.5 <=5ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704320010,"Vehicles for the transp of goods,spk-ign,int combu pst eng, gvw >5 <=10 tonnes",8704520010,"Motor veh,transp gds,w both spk-ign int combu pst eng & elec mtr,GVW >5 <=10 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704520010,"Motor veh,transp gds,w both spk-ign int combu pst eng & elec mtr,GVW >5 <=10 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704320020,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 10 <= 12 tonnes",8704520020,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec mtr,GVW > 10 <=12 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704520020,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec mtr,GVW > 10 <=12 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704320030,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 12 <= 15 tonnes",8704520030,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec mtr,GVW > 12 <=15 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704520030,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec mtr,GVW > 12 <=15 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704320040,"Vehicles for the transp of goods,spk-ign,int combu pst eng,gvw > 15 <= 20 tonnes",8704520040,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec mtr,GVW > 15 <=20 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704900000,"Motor vehicles, for the transport of goods, nes",8704520040,"Motor veh,transp gds,w both spk-ign int combu pst eng&elec mtr,GVW > 15 <=20 ton",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
8704320050,"Vehicles for the transp of goods,spk-ign,int combu pst eng, gvw > 20 tonnes",8704520050,"Motor veh,transp gds,w both spk-ign int combu pst eng & elec mtr,GVW > 20 tonnes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
